,Old,New,difference,ratio
296,312837.99413964845,255803.56008691405,57034.4340527344,1.2229618463220602
297,313907.6963632812,254969.89836523437,58937.79799804685,1.2311559065439983
298,329024.53429589845,265457.85842285154,63566.675873046916,1.2394605164477395
299,378700.72979882814,303475.7861201172,75224.94367871096,1.2478779102624569
300,390093.3611445312,310482.4337626953,79610.92738183594,1.2564104075616829
301,458988.6856826172,355950.36445507815,103038.32122753904,1.2894738466844378
302,527535.125625,356434.82942382817,171100.29620117182,1.480032483014505
303,520369.86663378903,414171.87823632814,106197.9883974609,1.2564104275975587
304,2002627.9148134766,1553058.143288086,449569.7715253907,1.2894738831693549
305,2708285.464454102,2155573.8293183595,552711.6351357424,1.2564104405138943
306,558825.2169658203,444779.18157714844,114046.03538867185,1.2564104618931904
307,637758.2027744141,598711.6847441406,39046.518030273495,1.0652175646896886
308,725089.8814658204,651100.9991103515,73988.88235546881,1.113636567071108
309,226850.87786816407,208332.40103613283,18518.476832031243,1.0888890865747736
310,108789.97432128906,255323.36102539062,-146533.38670410158,0.426087036784975
311,57504.09755273437,293388.2561328125,-235884.1585800781,0.1959999977869023
312,357061.06677539065,626678.6190644532,-269617.5522890625,0.5697674308857621
313,211665.57466015627,241903.519953125,-30237.94529296874,0.8749999780952832
314,356972.1539414062,502675.08675976563,-145702.9328183594,0.7101449093935451
315,434625.92206835945,345926.7612636719,88699.16080468753,1.2564102311155956
316,358971.7502841797,293038.16719921876,65933.58308496093,1.2249999845246669
317,468872.2203496094,392321.6558994141,76550.56445019529,1.195121944708099
318,405963.13169921876,331398.47454101563,74564.65715820313,1.225000001166193
319,446700.6353125,355537.2368007813,91163.39851171873,1.2564102689553174
320,589853.1302646485,529664.0289443359,60189.10132031259,1.113636377082798
321,771707.8791220703,582718.185828125,188989.69329394528,1.3243243438942345
322,680042.0753095702,627010.2329902343,53031.842319335905,1.0845789104053776
323,688508.6759589843,533945.4949580078,154563.18100097647,1.2894737055757575
324,713757.4230664063,524393.2023046875,189364.2207617188,1.3611111279274226
325,722986.8552324218,531174.0104619141,191812.84477050765,1.3611111255306059
326,1182043.8716533203,868440.3899003906,313603.4817529296,1.3611111198880326
327,1917748.2573203126,1487233.3379892576,430514.9193310549,1.2894736880448847
328,677547.6872089843,497790.13210644526,179757.55510253902,1.3611111259716584
329,720371.7712285157,529252.7209257813,191119.05030273437,1.3611111341448079
330,649592.9077861328,477251.9233251953,172340.98446093744,1.361111136567397
331,599024.2048291016,476774.35858593753,122249.84624316404,1.2564102788701645
332,1159512.9075673828,946541.1352089845,212971.7723583983,1.2250000178929115
333,278755.9486982422,227555.871234375,51200.0774638672,1.2250000282837477
334,528661.2651884765,474716.2314941406,53945.03369433596,1.1136363791997321
335,466460.43589746096,409342.82238085935,57117.61351660162,1.139534909112095
336,1178501.1147255858,1058245.893535156,120255.22119042976,1.1136363693212241
337,950455.091883789,853469.8711259767,96985.22075781238,1.1136363731620198
338,552213.6799404297,529674.3554326172,22539.324507812504,1.0425531730517767
339,572776.3326015625,549397.7102578125,23378.622343749972,1.0425531848918321
340,579395.965680664,567571.5634648437,11824.402215820388,1.0208333238959968
341,601090.7899365234,539755.0004667969,61335.7894697265,1.1136363524500585
342,1094928.6980859374,960855.811274414,134072.88681152347,1.1395348659375837
343,562732.7257060546,528279.7099980469,34453.01570800773,1.0652173745384526
344,768510.4769384766,643039.3957607421,125471.08117773442,1.1951219194421159
345,854703.1311347656,680273.9460166016,174429.18511816394,1.256410209650903
346,654898.3376269531,507880.36609960935,147017.9715273438,1.2894736267448257
347,810163.4890615235,595222.1841171875,214941.30494433595,1.3611110450514026
348,1310574.1209785156,962870.8274511718,347703.2935273438,1.3611110479354265
349,618566.2631435547,467080.66967187496,151485.59347167972,1.3243242619697764
350,859531.7432998047,631492.7385,228039.00479980477,1.3611110483098687
351,1424810.8714824219,1075877.6506542969,348933.220828125,1.3243242580751824
352,666495.380631836,1044371.8369599609,-377876.45632812486,0.6381782398230144
353,1706115.2849453122,1183835.1510859376,522280.13385937456,1.441176403133734
354,424395.08842675784,303139.3622607422,121255.72616601567,1.3999999381859187
355,822693.9529228515,570848.8883769531,251845.06454589847,1.4411764123110558
356,531666.0052070313,412312.4285390625,119353.57666796877,1.2894736331157217
357,1114448.5715156249,864266.2678935546,250182.30362207023,1.2894736413025012
358,534006.6190322265,457719.973,76286.6460322265,1.1666666314170793
359,597254.9771542968,487555.09923339845,109699.87792089838,1.224999960196055
360,509833.17816308595,416190.3641376953,93642.81402539066,1.224999956977402
361,482579.9257373047,413639.9544804687,68939.97125683597,1.1666666155193457
362,422450.44763183594,362100.3996835937,60350.04794824222,1.1666666151182838
363,521967.23324609373,383486.14628222655,138481.0869638672,1.361111055266002
364,542351.8103261719,409530.9730810547,132820.83724511723,1.3243242782001479
